timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
16384.0,12.453489065170288,174.0,10.0,1.5499999523162842,0.0,160.0,74.9,18.0
32768.0,20.99847674369812,385.0,5.0,1.1749999523162842,0.0,139.0,76.275,18.0
49152.0,28.798715591430664,594.0,14.0,2.049999952316284,0.0,182.0,80.55,20.0
65536.0,37.082942485809326,798.0,16.0,2.7249999046325684,0.0,194.0,90.65,26.0
81920.0,45.378403663635254,988.0,6.0,1.375,0.0,132.0,78.875,41.0
98304.0,53.97298073768616,1168.0,14.0,2.3499999046325684,0.0,260.0,94.25,43.0
114688.0,62.5396831035614,1355.0,13.0,2.5999999046325684,0.0,221.0,96.975,52.0
131072.0,71.22596716880798,1537.0,16.0,3.1500000953674316,0.0,254.0,93.325,13.0
147456.0,79.61566662788391,1718.0,8.0,2.200000047683716,0.0,113.0,78.95,29.0
163840.0,87.91985249519348,1902.0,15.0,2.875,0.0,161.0,98.275,43.0
180224.0,96.50485801696777,2089.0,8.0,2.575000047683716,0.0,166.0,85.925,42.0
196608.0,104.81283020973206,2270.0,9.0,2.5999999046325684,0.0,142.0,86.025,46.0
212992.0,113.11477637290955,2441.0,10.0,2.625,0.0,165.0,91.375,50.0
229376.0,121.93687033653259,2632.0,10.0,2.799999952316284,0.0,151.0,94.225,60.0
245760.0,130.68200063705444,2813.0,15.0,3.5,0.0,176.0,90.525,44.0
262144.0,139.3163788318634,2988.0,12.0,2.5,0.0,255.0,91.775,44.0
278528.0,148.03814506530762,3153.0,11.0,2.4749999046325684,0.0,219.0,91.2,26.0
294912.0,156.6502537727356,3325.0,9.0,3.450000047683716,0.0,145.0,94.375,49.0
311296.0,165.35356307029724,3488.0,12.0,3.4000000953674316,0.0,232.0,99.875,50.0
327680.0,173.75007390975952,3661.0,11.0,2.424999952316284,0.0,178.0,87.725,48.0
344064.0,182.31161665916443,3830.0,17.0,2.7750000953674316,0.0,254.0,89.2,35.0
360448.0,190.93886065483093,4003.0,12.0,3.5,0.0,182.0,101.225,38.0
376832.0,199.27100348472595,4165.0,11.0,3.174999952316284,0.0,237.0,94.675,39.0
393216.0,207.61899757385254,4333.0,10.0,2.625,0.0,201.0,89.8,47.0
409600.0,216.11280798912048,4491.0,12.0,3.5,0.0,155.0,90.7,26.0
425984.0,224.4947531223297,4655.0,11.0,3.4000000953674316,0.0,177.0,95.45,41.0
442368.0,233.13003778457642,4810.0,16.0,3.549999952316284,0.0,217.0,99.55,53.0
458752.0,241.68664646148682,4979.0,18.0,4.275000095367432,0.0,225.0,101.725,50.0
475136.0,250.033207654953,5132.0,13.0,3.700000047683716,0.0,165.0,93.35,47.0
491520.0,258.4513101577759,5286.0,13.0,4.074999809265137,0.0,220.0,106.25,42.0
507904.0,266.81836891174316,5450.0,14.0,4.699999809265137,0.0,210.0,103.5,48.0
524288.0,274.7846734523773,5605.0,13.0,4.074999809265137,0.0,186.0,99.075,39.0
540672.0,283.215528011322,5753.0,21.0,4.949999809265137,0.0,231.0,115.575,57.0
557056.0,291.835501909256,5897.0,12.0,3.5,0.0,239.0,104.25,31.0
573440.0,300.1791937351227,6047.0,12.0,4.425000190734863,0.0,322.0,103.975,47.0
589824.0,308.56012296676636,6189.0,12.0,3.9749999046325684,0.0,282.0,113.45,44.0
606208.0,316.65424370765686,6341.0,15.0,4.449999809265137,0.0,180.0,111.575,47.0
622592.0,324.9899146556854,6491.0,17.0,5.75,0.0,273.0,113.225,50.0
638976.0,333.4383761882782,6647.0,13.0,4.5,0.0,203.0,98.425,24.0
655360.0,341.8297460079193,6794.0,15.0,4.275000095367432,0.0,217.0,96.925,49.0
671744.0,350.6459701061249,6938.0,21.0,6.574999809265137,0.0,254.0,126.1,43.0
688128.0,359.2267735004425,7077.0,21.0,5.525000095367432,0.0,295.0,121.125,45.0
704512.0,367.77991819381714,7221.0,22.0,6.349999904632568,0.0,319.0,110.9,38.0
720896.0,376.06607604026794,7363.0,22.0,5.175000190734863,0.0,261.0,118.025,39.0
737280.0,384.41399693489075,7510.0,14.0,5.125,0.0,210.0,114.475,49.0
753664.0,392.81083369255066,7655.0,14.0,5.0,0.0,249.0,112.4,36.0
770048.0,401.4110827445984,7803.0,17.0,5.0,0.0,221.0,103.525,56.0
786432.0,410.06189942359924,7942.0,18.0,5.949999809265137,0.0,283.0,122.85,53.0
802816.0,418.3224620819092,8086.0,19.0,4.275000095367432,0.0,229.0,105.75,45.0
819200.0,426.73484444618225,8222.0,20.0,6.525000095367432,0.0,276.0,121.775,59.0
835584.0,435.0249443054199,8359.0,19.0,5.525000095367432,0.0,222.0,117.275,40.0
851968.0,443.33994460105896,8494.0,21.0,4.824999809265137,0.0,258.0,109.8,54.0
868352.0,451.62195777893066,8643.0,22.0,6.550000190734863,1.0,287.0,125.575,14.0
884736.0,459.9645085334778,8785.0,17.0,5.974999904632568,0.0,231.0,114.975,51.0
901120.0,468.2656316757202,8917.0,24.0,6.099999904632568,0.0,259.0,115.625,54.0
917504.0,477.0067970752716,9059.0,21.0,6.349999904632568,0.0,295.0,121.575,47.0
933888.0,485.28418612480164,9188.0,23.0,6.25,0.0,294.0,119.275,69.0
950272.0,493.6457145214081,9324.0,25.0,6.599999904632568,0.0,400.0,127.8,49.0
966656.0,502.27348947525024,9450.0,23.0,6.599999904632568,0.0,352.0,126.975,49.0
983040.0,510.5938858985901,9586.0,28.0,6.574999809265137,0.0,344.0,130.875,64.0
999424.0,519.1507971286774,9712.0,21.0,6.699999809265137,0.0,279.0,131.4,61.0
