timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
16384.0,8.589874744415283,21.0,24.0,12.142857551574707,1.0,252.0,165.23809523809524,53.0
32768.0,16.964272022247314,50.0,58.0,19.549999237060547,0.0,510.0,238.55,67.0
49152.0,25.329405546188354,113.0,73.0,39.42499923706055,0.0,570.0,386.15,38.0
65536.0,33.805214166641235,157.0,60.0,29.450000762939453,4.0,577.0,334.4,70.0
81920.0,42.323113679885864,199.0,80.0,36.20000076293945,3.0,576.0,364.425,118.0
98304.0,50.87533950805664,251.0,69.0,34.849998474121094,2.0,576.0,358.65,91.0
114688.0,59.41611433029175,301.0,70.0,33.349998474121094,2.0,577.0,357.175,79.0
131072.0,67.91523051261902,344.0,70.0,27.524999618530273,3.0,573.0,307.675,62.0
147456.0,76.34350204467773,397.0,74.0,31.299999237060547,1.0,577.0,343.85,61.0
163840.0,84.72629880905151,442.0,66.0,32.650001525878906,4.0,577.0,351.125,97.0
180224.0,93.16091132164001,494.0,70.0,34.04999923706055,2.0,577.0,353.775,84.0
196608.0,101.58506393432617,550.0,60.0,29.475000381469727,4.0,576.0,328.5,76.0
212992.0,110.02002573013306,597.0,69.0,23.600000381469727,2.0,577.0,280.1,65.0
229376.0,118.44606375694275,657.0,69.0,30.174999237060547,0.0,577.0,328.775,42.0
245760.0,126.84329605102539,703.0,65.0,24.274999618530273,2.0,577.0,283.625,80.0
262144.0,134.9404935836792,748.0,71.0,33.474998474121094,0.0,577.0,345.575,82.0
278528.0,142.99717044830322,794.0,70.0,36.650001525878906,0.0,577.0,380.25,57.0
294912.0,151.30731010437012,849.0,74.0,27.350000381469727,0.0,570.0,298.3,53.0
311296.0,159.55901622772217,905.0,74.0,27.450000762939453,0.0,577.0,301.2,59.0
327680.0,167.8467719554901,953.0,72.0,30.774999618530273,1.0,577.0,328.675,80.0
344064.0,176.05324912071228,1016.0,70.0,23.024999618530273,0.0,576.0,283.775,46.0
360448.0,184.23934245109558,1066.0,69.0,25.350000381469727,1.0,570.0,291.05,65.0
376832.0,192.12926268577576,1121.0,65.0,25.799999237060547,1.0,565.0,292.175,79.0
393216.0,200.21811962127686,1163.0,69.0,29.549999237060547,1.0,577.0,331.4,79.0
409600.0,208.41831302642822,1231.0,66.0,26.0,4.0,577.0,294.275,64.0
425984.0,216.6207115650177,1280.0,66.0,23.625,0.0,577.0,273.35,54.0
442368.0,224.79951167106628,1334.0,70.0,24.200000762939453,0.0,577.0,284.35,48.0
458752.0,232.99068403244019,1401.0,75.0,28.350000381469727,0.0,577.0,309.725,30.0
